image_path,disease_name,fertilizer_recommendation,description
images/leaf_682.jpg,Red Stripe,Nitrogen and Phosphorus fertilizer,Red stripes on leaves; bacterial disease that weakens the plant.
images/leaf_683.jpg,Anthracnose (Leaf Stage),Phosphorus-rich fertilizer,Dark lesions with concentric rings on leaves; spreads in humid conditions.
images/leaf_684.jpg,Leaf Spot,Nitrogen and Potassium fertilizer,Small dark spots on leaves; may merge causing necrotic areas.
images/leaf_685.jpg,Powdery Mildew,Potassium-rich fertilizer,White powdery coating on leaves; reduces photosynthesis.
images/leaf_686.jpg,Leaf Spot,Nitrogen and Potassium fertilizer,Small dark spots on leaves; may merge causing necrotic areas.
images/leaf_687.jpg,Grassy Shoot,Balanced NPK fertilizer,Shoots become pale green and skinny; reduces yield and vigor.
images/leaf_688.jpg,Rust,Balanced NPK fertilizer,Orange-brown pustules on leaf surface; lowers yield.
images/leaf_689.jpg,Yellow Leaf Syndrome,Potassium and Magnesium fertilizer,Leaves turn yellow from tip to base; viral disease affecting growth.
images/leaf_690.jpg,Leaf Scald,Potassium and Zinc fertilizer,"Causes white streaks and chlorosis on leaves, reduces photosynthesis."
images/leaf_691.jpg,Wilt Symptoms,Balanced NPK fertilizer,"Leaves curl, yellow and wilt; usually from root/stalk infection."
images/leaf_692.jpg,Red Rot,Nitrogen-rich fertilizer,A fungal disease causing red lesions on leaves and stalks.
images/leaf_693.jpg,Leaf Blast,Potassium and Magnesium fertilizer,Brown spots with concentric rings; fungal disease affecting photosynthesis.
images/leaf_694.jpg,Leaf Scald,Potassium and Zinc fertilizer,"Causes white streaks and chlorosis on leaves, reduces photosynthesis."
images/leaf_695.jpg,Rust,Balanced NPK fertilizer,Orange-brown pustules on leaf surface; lowers yield.
images/leaf_696.jpg,Red Stripe,Nitrogen and Phosphorus fertilizer,Red stripes on leaves; bacterial disease that weakens the plant.
images/leaf_697.jpg,Leaf Spot,Nitrogen and Potassium fertilizer,Small dark spots on leaves; may merge causing necrotic areas.
images/leaf_698.jpg,Powdery Mildew,Potassium-rich fertilizer,White powdery coating on leaves; reduces photosynthesis.
images/leaf_699.jpg,Leaf Mosaic,Nitrogen and Potassium fertilizer,"Mosaic pattern on leaves, viral infection reducing growth and yield."
images/leaf_700.jpg,Yellow Leaf Syndrome,Potassium and Magnesium fertilizer,Leaves turn yellow from tip to base; viral disease affecting growth.
images/leaf_701.jpg,Leaf Blast,Potassium and Magnesium fertilizer,Brown spots with concentric rings; fungal disease affecting photosynthesis.
images/leaf_702.jpg,Rust,Balanced NPK fertilizer,Orange-brown pustules on leaf surface; lowers yield.
images/leaf_703.jpg,Powdery Mildew,Potassium-rich fertilizer,White powdery coating on leaves; reduces photosynthesis.
images/leaf_704.jpg,Red Rot,Nitrogen-rich fertilizer,A fungal disease causing red lesions on leaves and stalks.
images/leaf_705.jpg,Powdery Mildew,Potassium-rich fertilizer,White powdery coating on leaves; reduces photosynthesis.
images/leaf_706.jpg,Smut,Phosphorus-rich fertilizer,Black whip-like growths on the plant; fungal disease causing yield loss.
images/leaf_707.jpg,Powdery Mildew,Potassium-rich fertilizer,White powdery coating on leaves; reduces photosynthesis.
images/leaf_708.jpg,Red Rot,Nitrogen-rich fertilizer,A fungal disease causing red lesions on leaves and stalks.
images/leaf_709.jpg,Smut,Phosphorus-rich fertilizer,Black whip-like growths on the plant; fungal disease causing yield loss.
images/leaf_710.jpg,Powdery Mildew,Potassium-rich fertilizer,White powdery coating on leaves; reduces photosynthesis.
images/leaf_711.jpg,Anthracnose (Leaf Stage),Phosphorus-rich fertilizer,Dark lesions with concentric rings on leaves; spreads in humid conditions.
images/leaf_712.jpg,Leaf Blast,Potassium and Magnesium fertilizer,Brown spots with concentric rings; fungal disease affecting photosynthesis.
images/leaf_713.jpg,Red Stripe,Nitrogen and Phosphorus fertilizer,Red stripes on leaves; bacterial disease that weakens the plant.
images/leaf_714.jpg,Smut,Phosphorus-rich fertilizer,Black whip-like growths on the plant; fungal disease causing yield loss.
images/leaf_715.jpg,Anthracnose (Leaf Stage),Phosphorus-rich fertilizer,Dark lesions with concentric rings on leaves; spreads in humid conditions.
images/leaf_716.jpg,Red Rot,Nitrogen-rich fertilizer,A fungal disease causing red lesions on leaves and stalks.
images/leaf_717.jpg,Rust,Balanced NPK fertilizer,Orange-brown pustules on leaf surface; lowers yield.
images/leaf_718.jpg,Leaf Spot,Nitrogen and Potassium fertilizer,Small dark spots on leaves; may merge causing necrotic areas.
images/leaf_719.jpg,Red Stripe,Nitrogen and Phosphorus fertilizer,Red stripes on leaves; bacterial disease that weakens the plant.
images/leaf_720.jpg,Grassy Shoot,Balanced NPK fertilizer,Shoots become pale green and skinny; reduces yield and vigor.
images/leaf_721.jpg,Anthracnose (Leaf Stage),Phosphorus-rich fertilizer,Dark lesions with concentric rings on leaves; spreads in humid conditions.
images/leaf_722.jpg,Red Rot,Nitrogen-rich fertilizer,A fungal disease causing red lesions on leaves and stalks.
images/leaf_723.jpg,Yellow Leaf Syndrome,Potassium and Magnesium fertilizer,Leaves turn yellow from tip to base; viral disease affecting growth.
images/leaf_724.jpg,Grassy Shoot,Balanced NPK fertilizer,Shoots become pale green and skinny; reduces yield and vigor.
images/leaf_725.jpg,Smut,Phosphorus-rich fertilizer,Black whip-like growths on the plant; fungal disease causing yield loss.
images/leaf_726.jpg,Wilt Symptoms,Balanced NPK fertilizer,"Leaves curl, yellow and wilt; usually from root/stalk infection."
images/leaf_727.jpg,Leaf Mosaic,Nitrogen and Potassium fertilizer,"Mosaic pattern on leaves, viral infection reducing growth and yield."
images/leaf_728.jpg,Top Shoot Borer,Nitrogen-rich fertilizer,Larvae bore into the shoot tips causing drying and death of the top shoot.
images/leaf_729.jpg,Leaf Spot,Nitrogen and Potassium fertilizer,Small dark spots on leaves; may merge causing necrotic areas.
images/leaf_730.jpg,Wilt Symptoms,Balanced NPK fertilizer,"Leaves curl, yellow and wilt; usually from root/stalk infection."
images/leaf_731.jpg,Red Stripe,Nitrogen and Phosphorus fertilizer,Red stripes on leaves; bacterial disease that weakens the plant.
images/leaf_732.jpg,Rust,Balanced NPK fertilizer,Orange-brown pustules on leaf surface; lowers yield.
images/leaf_733.jpg,Wilt Symptoms,Balanced NPK fertilizer,"Leaves curl, yellow and wilt; usually from root/stalk infection."
images/leaf_734.jpg,Top Shoot Borer,Nitrogen-rich fertilizer,Larvae bore into the shoot tips causing drying and death of the top shoot.
images/leaf_735.jpg,Red Rot,Nitrogen-rich fertilizer,A fungal disease causing red lesions on leaves and stalks.
images/leaf_736.jpg,Leaf Mosaic,Nitrogen and Potassium fertilizer,"Mosaic pattern on leaves, viral infection reducing growth and yield."
images/leaf_737.jpg,Smut,Phosphorus-rich fertilizer,Black whip-like growths on the plant; fungal disease causing yield loss.
images/leaf_738.jpg,Yellow Leaf Syndrome,Potassium and Magnesium fertilizer,Leaves turn yellow from tip to base; viral disease affecting growth.
images/leaf_739.jpg,Leaf Scald,Potassium and Zinc fertilizer,"Causes white streaks and chlorosis on leaves, reduces photosynthesis."
images/leaf_740.jpg,Rust,Balanced NPK fertilizer,Orange-brown pustules on leaf surface; lowers yield.
images/leaf_741.jpg,Red Rot,Nitrogen-rich fertilizer,A fungal disease causing red lesions on leaves and stalks.
images/leaf_742.jpg,Wilt Symptoms,Balanced NPK fertilizer,"Leaves curl, yellow and wilt; usually from root/stalk infection."
images/leaf_743.jpg,Grassy Shoot,Balanced NPK fertilizer,Shoots become pale green and skinny; reduces yield and vigor.
images/leaf_744.jpg,Smut,Phosphorus-rich fertilizer,Black whip-like growths on the plant; fungal disease causing yield loss.
images/leaf_745.jpg,Leaf Mosaic,Nitrogen and Potassium fertilizer,"Mosaic pattern on leaves, viral infection reducing growth and yield."
images/leaf_746.jpg,Red Stripe,Nitrogen and Phosphorus fertilizer,Red stripes on leaves; bacterial disease that weakens the plant.
images/leaf_747.jpg,Smut,Phosphorus-rich fertilizer,Black whip-like growths on the plant; fungal disease causing yield loss.
images/leaf_748.jpg,Wilt Symptoms,Balanced NPK fertilizer,"Leaves curl, yellow and wilt; usually from root/stalk infection."
images/leaf_749.jpg,Top Shoot Borer,Nitrogen-rich fertilizer,Larvae bore into the shoot tips causing drying and death of the top shoot.
images/leaf_750.jpg,Grassy Shoot,Balanced NPK fertilizer,Shoots become pale green and skinny; reduces yield and vigor.
images/leaf_751.jpg,Leaf Spot,Nitrogen and Potassium fertilizer,Small dark spots on leaves; may merge causing necrotic areas.
images/leaf_752.jpg,Anthracnose (Leaf Stage),Phosphorus-rich fertilizer,Dark lesions with concentric rings on leaves; spreads in humid conditions.
images/leaf_753.jpg,Anthracnose (Leaf Stage),Phosphorus-rich fertilizer,Dark lesions with concentric rings on leaves; spreads in humid conditions.
images/leaf_754.jpg,Leaf Scald,Potassium and Zinc fertilizer,"Causes white streaks and chlorosis on leaves, reduces photosynthesis."
images/leaf_755.jpg,Red Stripe,Nitrogen and Phosphorus fertilizer,Red stripes on leaves; bacterial disease that weakens the plant.
images/leaf_756.jpg,Smut,Phosphorus-rich fertilizer,Black whip-like growths on the plant; fungal disease causing yield loss.
images/leaf_757.jpg,Smut,Phosphorus-rich fertilizer,Black whip-like growths on the plant; fungal disease causing yield loss.
images/leaf_758.jpg,Leaf Mosaic,Nitrogen and Potassium fertilizer,"Mosaic pattern on leaves, viral infection reducing growth and yield."
images/leaf_759.jpg,Red Stripe,Nitrogen and Phosphorus fertilizer,Red stripes on leaves; bacterial disease that weakens the plant.
images/leaf_760.jpg,Leaf Blast,Potassium and Magnesium fertilizer,Brown spots with concentric rings; fungal disease affecting photosynthesis.
images/leaf_761.jpg,Smut,Phosphorus-rich fertilizer,Black whip-like growths on the plant; fungal disease causing yield loss.
images/leaf_762.jpg,Wilt Symptoms,Balanced NPK fertilizer,"Leaves curl, yellow and wilt; usually from root/stalk infection."
images/leaf_763.jpg,Leaf Mosaic,Nitrogen and Potassium fertilizer,"Mosaic pattern on leaves, viral infection reducing growth and yield."
images/leaf_764.jpg,Leaf Scald,Potassium and Zinc fertilizer,"Causes white streaks and chlorosis on leaves, reduces photosynthesis."
images/leaf_765.jpg,Powdery Mildew,Potassium-rich fertilizer,White powdery coating on leaves; reduces photosynthesis.
images/leaf_766.jpg,Yellow Leaf Syndrome,Potassium and Magnesium fertilizer,Leaves turn yellow from tip to base; viral disease affecting growth.
images/leaf_767.jpg,Powdery Mildew,Potassium-rich fertilizer,White powdery coating on leaves; reduces photosynthesis.
images/leaf_768.jpg,Leaf Scald,Potassium and Zinc fertilizer,"Causes white streaks and chlorosis on leaves, reduces photosynthesis."
images/leaf_769.jpg,Anthracnose (Leaf Stage),Phosphorus-rich fertilizer,Dark lesions with concentric rings on leaves; spreads in humid conditions.
images/leaf_770.jpg,Smut,Phosphorus-rich fertilizer,Black whip-like growths on the plant; fungal disease causing yield loss.
images/leaf_771.jpg,Anthracnose (Leaf Stage),Phosphorus-rich fertilizer,Dark lesions with concentric rings on leaves; spreads in humid conditions.
images/leaf_772.jpg,Red Stripe,Nitrogen and Phosphorus fertilizer,Red stripes on leaves; bacterial disease that weakens the plant.
images/leaf_773.jpg,Red Stripe,Nitrogen and Phosphorus fertilizer,Red stripes on leaves; bacterial disease that weakens the plant.
images/leaf_774.jpg,Red Stripe,Nitrogen and Phosphorus fertilizer,Red stripes on leaves; bacterial disease that weakens the plant.
images/leaf_775.jpg,Anthracnose (Leaf Stage),Phosphorus-rich fertilizer,Dark lesions with concentric rings on leaves; spreads in humid conditions.
images/leaf_776.jpg,Powdery Mildew,Potassium-rich fertilizer,White powdery coating on leaves; reduces photosynthesis.
images/leaf_777.jpg,Yellow Leaf Syndrome,Potassium and Magnesium fertilizer,Leaves turn yellow from tip to base; viral disease affecting growth.
images/leaf_778.jpg,Smut,Phosphorus-rich fertilizer,Black whip-like growths on the plant; fungal disease causing yield loss.
images/leaf_779.jpg,Leaf Scald,Potassium and Zinc fertilizer,"Causes white streaks and chlorosis on leaves, reduces photosynthesis."
images/leaf_780.jpg,Top Shoot Borer,Nitrogen-rich fertilizer,Larvae bore into the shoot tips causing drying and death of the top shoot.
images/leaf_781.jpg,Leaf Spot,Nitrogen and Potassium fertilizer,Small dark spots on leaves; may merge causing necrotic areas.
images/leaf_782.jpg,Leaf Blast,Potassium and Magnesium fertilizer,Brown spots with concentric rings; fungal disease affecting photosynthesis.
images/leaf_783.jpg,Red Rot,Nitrogen-rich fertilizer,A fungal disease causing red lesions on leaves and stalks.
images/leaf_784.jpg,Top Shoot Borer,Nitrogen-rich fertilizer,Larvae bore into the shoot tips causing drying and death of the top shoot.
images/leaf_785.jpg,Grassy Shoot,Balanced NPK fertilizer,Shoots become pale green and skinny; reduces yield and vigor.
images/leaf_786.jpg,Smut,Phosphorus-rich fertilizer,Black whip-like growths on the plant; fungal disease causing yield loss.
images/leaf_787.jpg,Red Stripe,Nitrogen and Phosphorus fertilizer,Red stripes on leaves; bacterial disease that weakens the plant.
images/leaf_788.jpg,Leaf Scald,Potassium and Zinc fertilizer,"Causes white streaks and chlorosis on leaves, reduces photosynthesis."
images/leaf_789.jpg,Yellow Leaf Syndrome,Potassium and Magnesium fertilizer,Leaves turn yellow from tip to base; viral disease affecting growth.
images/leaf_790.jpg,Rust,Balanced NPK fertilizer,Orange-brown pustules on leaf surface; lowers yield.
images/leaf_791.jpg,Grassy Shoot,Balanced NPK fertilizer,Shoots become pale green and skinny; reduces yield and vigor.
images/leaf_792.jpg,Yellow Leaf Syndrome,Potassium and Magnesium fertilizer,Leaves turn yellow from tip to base; viral disease affecting growth.
images/leaf_793.jpg,Yellow Leaf Syndrome,Potassium and Magnesium fertilizer,Leaves turn yellow from tip to base; viral disease affecting growth.
images/leaf_794.jpg,Leaf Spot,Nitrogen and Potassium fertilizer,Small dark spots on leaves; may merge causing necrotic areas.
images/leaf_795.jpg,Leaf Mosaic,Nitrogen and Potassium fertilizer,"Mosaic pattern on leaves, viral infection reducing growth and yield."
images/leaf_796.jpg,Leaf Scald,Potassium and Zinc fertilizer,"Causes white streaks and chlorosis on leaves, reduces photosynthesis."
images/leaf_797.jpg,Grassy Shoot,Balanced NPK fertilizer,Shoots become pale green and skinny; reduces yield and vigor.
images/leaf_798.jpg,Rust,Balanced NPK fertilizer,Orange-brown pustules on leaf surface; lowers yield.
images/leaf_799.jpg,Red Stripe,Nitrogen and Phosphorus fertilizer,Red stripes on leaves; bacterial disease that weakens the plant.
images/leaf_800.jpg,Anthracnose (Leaf Stage),Phosphorus-rich fertilizer,Dark lesions with concentric rings on leaves; spreads in humid conditions.
images/leaf_801.jpg,Leaf Spot,Nitrogen and Potassium fertilizer,Small dark spots on leaves; may merge causing necrotic areas.
images/leaf_802.jpg,Leaf Mosaic,Nitrogen and Potassium fertilizer,"Mosaic pattern on leaves, viral infection reducing growth and yield."
images/leaf_803.jpg,Leaf Blast,Potassium and Magnesium fertilizer,Brown spots with concentric rings; fungal disease affecting photosynthesis.
images/leaf_804.jpg,Smut,Phosphorus-rich fertilizer,Black whip-like growths on the plant; fungal disease causing yield loss.
images/leaf_805.jpg,Powdery Mildew,Potassium-rich fertilizer,White powdery coating on leaves; reduces photosynthesis.
images/leaf_806.jpg,Powdery Mildew,Potassium-rich fertilizer,White powdery coating on leaves; reduces photosynthesis.
images/leaf_807.jpg,Top Shoot Borer,Nitrogen-rich fertilizer,Larvae bore into the shoot tips causing drying and death of the top shoot.
images/leaf_808.jpg,Red Stripe,Nitrogen and Phosphorus fertilizer,Red stripes on leaves; bacterial disease that weakens the plant.
images/leaf_809.jpg,Leaf Mosaic,Nitrogen and Potassium fertilizer,"Mosaic pattern on leaves, viral infection reducing growth and yield."
images/leaf_810.jpg,Red Rot,Nitrogen-rich fertilizer,A fungal disease causing red lesions on leaves and stalks.
images/leaf_811.jpg,Rust,Balanced NPK fertilizer,Orange-brown pustules on leaf surface; lowers yield.
images/leaf_812.jpg,Leaf Mosaic,Nitrogen and Potassium fertilizer,"Mosaic pattern on leaves, viral infection reducing growth and yield."
images/leaf_813.jpg,Rust,Balanced NPK fertilizer,Orange-brown pustules on leaf surface; lowers yield.
images/leaf_814.jpg,Wilt Symptoms,Balanced NPK fertilizer,"Leaves curl, yellow and wilt; usually from root/stalk infection."
images/leaf_815.jpg,Leaf Mosaic,Nitrogen and Potassium fertilizer,"Mosaic pattern on leaves, viral infection reducing growth and yield."
images/leaf_816.jpg,Powdery Mildew,Potassium-rich fertilizer,White powdery coating on leaves; reduces photosynthesis.
images/leaf_817.jpg,Yellow Leaf Syndrome,Potassium and Magnesium fertilizer,Leaves turn yellow from tip to base; viral disease affecting growth.
images/leaf_818.jpg,Yellow Leaf Syndrome,Potassium and Magnesium fertilizer,Leaves turn yellow from tip to base; viral disease affecting growth.
images/leaf_819.jpg,Top Shoot Borer,Nitrogen-rich fertilizer,Larvae bore into the shoot tips causing drying and death of the top shoot.
images/leaf_820.jpg,Red Stripe,Nitrogen and Phosphorus fertilizer,Red stripes on leaves; bacterial disease that weakens the plant.
images/leaf_821.jpg,Rust,Balanced NPK fertilizer,Orange-brown pustules on leaf surface; lowers yield.
images/leaf_822.jpg,Anthracnose (Leaf Stage),Phosphorus-rich fertilizer,Dark lesions with concentric rings on leaves; spreads in humid conditions.
images/leaf_823.jpg,Anthracnose (Leaf Stage),Phosphorus-rich fertilizer,Dark lesions with concentric rings on leaves; spreads in humid conditions.
images/leaf_824.jpg,Leaf Spot,Nitrogen and Potassium fertilizer,Small dark spots on leaves; may merge causing necrotic areas.
images/leaf_825.jpg,Red Rot,Nitrogen-rich fertilizer,A fungal disease causing red lesions on leaves and stalks.
images/leaf_826.jpg,Rust,Balanced NPK fertilizer,Orange-brown pustules on leaf surface; lowers yield.
images/leaf_827.jpg,Leaf Scald,Potassium and Zinc fertilizer,"Causes white streaks and chlorosis on leaves, reduces photosynthesis."
images/leaf_828.jpg,Leaf Spot,Nitrogen and Potassium fertilizer,Small dark spots on leaves; may merge causing necrotic areas.
images/leaf_829.jpg,Leaf Mosaic,Nitrogen and Potassium fertilizer,"Mosaic pattern on leaves, viral infection reducing growth and yield."
images/leaf_830.jpg,Grassy Shoot,Balanced NPK fertilizer,Shoots become pale green and skinny; reduces yield and vigor.
images/leaf_831.jpg,Leaf Spot,Nitrogen and Potassium fertilizer,Small dark spots on leaves; may merge causing necrotic areas.
images/leaf_832.jpg,Rust,Balanced NPK fertilizer,Orange-brown pustules on leaf surface; lowers yield.
images/leaf_833.jpg,Red Stripe,Nitrogen and Phosphorus fertilizer,Red stripes on leaves; bacterial disease that weakens the plant.
images/leaf_834.jpg,Leaf Mosaic,Nitrogen and Potassium fertilizer,"Mosaic pattern on leaves, viral infection reducing growth and yield."
images/leaf_835.jpg,Leaf Spot,Nitrogen and Potassium fertilizer,Small dark spots on leaves; may merge causing necrotic areas.
images/leaf_836.jpg,Leaf Mosaic,Nitrogen and Potassium fertilizer,"Mosaic pattern on leaves, viral infection reducing growth and yield."
images/leaf_837.jpg,Leaf Spot,Nitrogen and Potassium fertilizer,Small dark spots on leaves; may merge causing necrotic areas.
images/leaf_838.jpg,Red Rot,Nitrogen-rich fertilizer,A fungal disease causing red lesions on leaves and stalks.
images/leaf_839.jpg,Top Shoot Borer,Nitrogen-rich fertilizer,Larvae bore into the shoot tips causing drying and death of the top shoot.
images/leaf_840.jpg,Leaf Scald,Potassium and Zinc fertilizer,"Causes white streaks and chlorosis on leaves, reduces photosynthesis."
images/leaf_841.jpg,Wilt Symptoms,Balanced NPK fertilizer,"Leaves curl, yellow and wilt; usually from root/stalk infection."
images/leaf_842.jpg,Anthracnose (Leaf Stage),Phosphorus-rich fertilizer,Dark lesions with concentric rings on leaves; spreads in humid conditions.
images/leaf_843.jpg,Wilt Symptoms,Balanced NPK fertilizer,"Leaves curl, yellow and wilt; usually from root/stalk infection."
images/leaf_844.jpg,Smut,Phosphorus-rich fertilizer,Black whip-like growths on the plant; fungal disease causing yield loss.
images/leaf_845.jpg,Red Stripe,Nitrogen and Phosphorus fertilizer,Red stripes on leaves; bacterial disease that weakens the plant.
images/leaf_846.jpg,Anthracnose (Leaf Stage),Phosphorus-rich fertilizer,Dark lesions with concentric rings on leaves; spreads in humid conditions.
images/leaf_847.jpg,Red Rot,Nitrogen-rich fertilizer,A fungal disease causing red lesions on leaves and stalks.
images/leaf_848.jpg,Red Stripe,Nitrogen and Phosphorus fertilizer,Red stripes on leaves; bacterial disease that weakens the plant.
images/leaf_849.jpg,Smut,Phosphorus-rich fertilizer,Black whip-like growths on the plant; fungal disease causing yield loss.
images/leaf_850.jpg,Red Rot,Nitrogen-rich fertilizer,A fungal disease causing red lesions on leaves and stalks.
images/leaf_851.jpg,Smut,Phosphorus-rich fertilizer,Black whip-like growths on the plant; fungal disease causing yield loss.
images/leaf_852.jpg,Rust,Balanced NPK fertilizer,Orange-brown pustules on leaf surface; lowers yield.
images/leaf_853.jpg,Anthracnose (Leaf Stage),Phosphorus-rich fertilizer,Dark lesions with concentric rings on leaves; spreads in humid conditions.
images/leaf_854.jpg,Grassy Shoot,Balanced NPK fertilizer,Shoots become pale green and skinny; reduces yield and vigor.
images/leaf_855.jpg,Rust,Balanced NPK fertilizer,Orange-brown pustules on leaf surface; lowers yield.
images/leaf_856.jpg,Leaf Scald,Potassium and Zinc fertilizer,"Causes white streaks and chlorosis on leaves, reduces photosynthesis."
images/leaf_857.jpg,Yellow Leaf Syndrome,Potassium and Magnesium fertilizer,Leaves turn yellow from tip to base; viral disease affecting growth.
images/leaf_858.jpg,Smut,Phosphorus-rich fertilizer,Black whip-like growths on the plant; fungal disease causing yield loss.
images/leaf_859.jpg,Leaf Scald,Potassium and Zinc fertilizer,"Causes white streaks and chlorosis on leaves, reduces photosynthesis."
images/leaf_860.jpg,Leaf Spot,Nitrogen and Potassium fertilizer,Small dark spots on leaves; may merge causing necrotic areas.
images/leaf_861.jpg,Red Rot,Nitrogen-rich fertilizer,A fungal disease causing red lesions on leaves and stalks.
images/leaf_862.jpg,Powdery Mildew,Potassium-rich fertilizer,White powdery coating on leaves; reduces photosynthesis.
images/leaf_863.jpg,Yellow Leaf Syndrome,Potassium and Magnesium fertilizer,Leaves turn yellow from tip to base; viral disease affecting growth.
images/leaf_864.jpg,Smut,Phosphorus-rich fertilizer,Black whip-like growths on the plant; fungal disease causing yield loss.
images/leaf_865.jpg,Red Stripe,Nitrogen and Phosphorus fertilizer,Red stripes on leaves; bacterial disease that weakens the plant.
images/leaf_866.jpg,Wilt Symptoms,Balanced NPK fertilizer,"Leaves curl, yellow and wilt; usually from root/stalk infection."
images/leaf_867.jpg,Red Stripe,Nitrogen and Phosphorus fertilizer,Red stripes on leaves; bacterial disease that weakens the plant.
images/leaf_868.jpg,Anthracnose (Leaf Stage),Phosphorus-rich fertilizer,Dark lesions with concentric rings on leaves; spreads in humid conditions.
images/leaf_869.jpg,Leaf Blast,Potassium and Magnesium fertilizer,Brown spots with concentric rings; fungal disease affecting photosynthesis.
images/leaf_870.jpg,Red Rot,Nitrogen-rich fertilizer,A fungal disease causing red lesions on leaves and stalks.
images/leaf_871.jpg,Leaf Spot,Nitrogen and Potassium fertilizer,Small dark spots on leaves; may merge causing necrotic areas.
images/leaf_872.jpg,Smut,Phosphorus-rich fertilizer,Black whip-like growths on the plant; fungal disease causing yield loss.
images/leaf_873.jpg,Wilt Symptoms,Balanced NPK fertilizer,"Leaves curl, yellow and wilt; usually from root/stalk infection."
images/leaf_874.jpg,Wilt Symptoms,Balanced NPK fertilizer,"Leaves curl, yellow and wilt; usually from root/stalk infection."
images/leaf_875.jpg,Rust,Balanced NPK fertilizer,Orange-brown pustules on leaf surface; lowers yield.
images/leaf_876.jpg,Red Stripe,Nitrogen and Phosphorus fertilizer,Red stripes on leaves; bacterial disease that weakens the plant.
images/leaf_877.jpg,Red Stripe,Nitrogen and Phosphorus fertilizer,Red stripes on leaves; bacterial disease that weakens the plant.
images/leaf_878.jpg,Grassy Shoot,Balanced NPK fertilizer,Shoots become pale green and skinny; reduces yield and vigor.
images/leaf_879.jpg,Leaf Mosaic,Nitrogen and Potassium fertilizer,"Mosaic pattern on leaves, viral infection reducing growth and yield."
images/leaf_880.jpg,Anthracnose (Leaf Stage),Phosphorus-rich fertilizer,Dark lesions with concentric rings on leaves; spreads in humid conditions.
images/leaf_881.jpg,Rust,Balanced NPK fertilizer,Orange-brown pustules on leaf surface; lowers yield.
images/leaf_882.jpg,Anthracnose (Leaf Stage),Phosphorus-rich fertilizer,Dark lesions with concentric rings on leaves; spreads in humid conditions.
images/leaf_883.jpg,Grassy Shoot,Balanced NPK fertilizer,Shoots become pale green and skinny; reduces yield and vigor.
images/leaf_884.jpg,Powdery Mildew,Potassium-rich fertilizer,White powdery coating on leaves; reduces photosynthesis.
images/leaf_885.jpg,Anthracnose (Leaf Stage),Phosphorus-rich fertilizer,Dark lesions with concentric rings on leaves; spreads in humid conditions.
images/leaf_886.jpg,Smut,Phosphorus-rich fertilizer,Black whip-like growths on the plant; fungal disease causing yield loss.
images/leaf_887.jpg,Rust,Balanced NPK fertilizer,Orange-brown pustules on leaf surface; lowers yield.
images/leaf_888.jpg,Top Shoot Borer,Nitrogen-rich fertilizer,Larvae bore into the shoot tips causing drying and death of the top shoot.
images/leaf_889.jpg,Leaf Scald,Potassium and Zinc fertilizer,"Causes white streaks and chlorosis on leaves, reduces photosynthesis."
images/leaf_890.jpg,Wilt Symptoms,Balanced NPK fertilizer,"Leaves curl, yellow and wilt; usually from root/stalk infection."
images/leaf_891.jpg,Smut,Phosphorus-rich fertilizer,Black whip-like growths on the plant; fungal disease causing yield loss.
images/leaf_892.jpg,Leaf Mosaic,Nitrogen and Potassium fertilizer,"Mosaic pattern on leaves, viral infection reducing growth and yield."
images/leaf_893.jpg,Yellow Leaf Syndrome,Potassium and Magnesium fertilizer,Leaves turn yellow from tip to base; viral disease affecting growth.
images/leaf_894.jpg,Red Rot,Nitrogen-rich fertilizer,A fungal disease causing red lesions on leaves and stalks.
images/leaf_895.jpg,Top Shoot Borer,Nitrogen-rich fertilizer,Larvae bore into the shoot tips causing drying and death of the top shoot.
images/leaf_896.jpg,Smut,Phosphorus-rich fertilizer,Black whip-like growths on the plant; fungal disease causing yield loss.
images/leaf_897.jpg,Wilt Symptoms,Balanced NPK fertilizer,"Leaves curl, yellow and wilt; usually from root/stalk infection."
images/leaf_898.jpg,Yellow Leaf Syndrome,Potassium and Magnesium fertilizer,Leaves turn yellow from tip to base; viral disease affecting growth.
images/leaf_899.jpg,Smut,Phosphorus-rich fertilizer,Black whip-like growths on the plant; fungal disease causing yield loss.
images/leaf_900.jpg,Wilt Symptoms,Balanced NPK fertilizer,"Leaves curl, yellow and wilt; usually from root/stalk infection."
images/leaf_901.jpg,Powdery Mildew,Potassium-rich fertilizer,White powdery coating on leaves; reduces photosynthesis.
images/leaf_902.jpg,Smut,Phosphorus-rich fertilizer,Black whip-like growths on the plant; fungal disease causing yield loss.
images/leaf_903.jpg,Powdery Mildew,Potassium-rich fertilizer,White powdery coating on leaves; reduces photosynthesis.
images/leaf_904.jpg,Wilt Symptoms,Balanced NPK fertilizer,"Leaves curl, yellow and wilt; usually from root/stalk infection."
images/leaf_905.jpg,Grassy Shoot,Balanced NPK fertilizer,Shoots become pale green and skinny; reduces yield and vigor.
images/leaf_906.jpg,Red Stripe,Nitrogen and Phosphorus fertilizer,Red stripes on leaves; bacterial disease that weakens the plant.
images/leaf_907.jpg,Leaf Blast,Potassium and Magnesium fertilizer,Brown spots with concentric rings; fungal disease affecting photosynthesis.
images/leaf_908.jpg,Powdery Mildew,Potassium-rich fertilizer,White powdery coating on leaves; reduces photosynthesis.
